,ID,Degree,betweenness_centrality,clust_coefficient,closeness_centrality,eigenvector_centrality
7839,"['HMGA1', 'STAT3', 'RORC']",8,0.0,0,0.0008177450679750588,-0.009191363986426731
9448,"['ASH1L', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'HMGA2', 'LIN28B']",8,0.0,0,0.0008177450679750588,0.009913890058901668
9457,"['ASH1L', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'NKX3-2']",8,0.0,0,0.0008177450679750588,0.002333273281968228
7828,"['HMGA1', 'STAT3', 'SALL4', 'NANOG', 'POU5F1', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'NEUROG3', 'NEUROD1', 'NKX2-2', 'FOXA2', 'PDX1']",8,0.0,0,0.0008177450679750588,0.007047000307203399
7823,"['HMGA1', 'STAT3', 'SALL4', 'NANOG', 'POU5F1', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'NKX3-2']",8,0.0,0,0.0008177450679750588,-0.007888347389908007
7818,"['HMGA1', 'STAT3', 'SALL4', 'NANOG', 'POU5F1', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'FOXF1']",8,0.0,0,0.0008177450679750588,0.004930268678120315
9456,"['ASH1L', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'SP110']",8,0.0,0,0.0008177450679750588,0.006843355368572294
2953,"['SOX2', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'HMGA1', 'STAT3', 'JUNB']",8,0.0,0,0.0008177450679750588,0.014425641942231587
7806,"['HMGA1', 'STAT3', 'SALL4', 'NANOG', 'POU5F1', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'GATA4', 'MEF2C', 'ASCL1', 'RBPJ', 'HEYL']",8,0.0,0,0.0008177450679750588,-0.004414939080063692
9449,"['ASH1L', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'HMGA1']",8,0.0,0,0.0008177450679750588,0.001032921970110914
1779,"['STAT3', 'JUNB', 'JUN', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'FOXF1']",8,0.0,0,0.0008177450679750588,-0.004132758040435566
1372,"['STAT3', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TFAP4']",8,0.0,0,0.0008177450679750588,-0.010689991698428283
7801,"['HMGA1', 'STAT3', 'SALL4', 'NANOG', 'POU5F1', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'GATA4', 'MEF2C', 'NR3C1', 'FOXO1', 'IKZF1', 'GFI1']",8,0.0,0,0.0008177450679750588,-0.028079082906301386
2937,"['SOX2', 'SALL1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'HMGA1', 'STAT3', 'RORC']",8,0.0,0,0.0008177450679750588,0.017815978804426924
462,"['TCF7L1', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'NFE2L2', 'ATF3']",8,0.0,0,0.0008177450679750588,-0.0039344816394542015
7796,"['HMGA1', 'STAT3', 'SALL4', 'NANOG', 'POU5F1', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'GATA4', 'MEF2C', 'NR3C1', 'RELA', 'RELB']",8,0.0,0,0.0008177450679750588,-0.014230114514542043
7607,"['HOXA9', 'MYB', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'KLF2', 'SOX9', 'NEUROG3', 'FOXM1', 'STAT3', 'JUNB']",8,0.0,0,0.0008177450679750588,0.011309270721062326
1377,"['STAT3', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'TBX20']",8,0.0,0,0.0008177450679750588,0.011551733937514127
7732,"['HMGA2', 'TWIST1', 'POU5F1', 'SALL4', 'NANOG', 'STAT3', 'SNAI1', 'ZEB1', 'AR', 'FOXA1', 'TET1', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'ARID3A']",8,0.0,0,0.0008177450679750588,0.005128545080365204
7758,"['HMGA2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'KLF2', 'SOX9', 'NEUROG3', 'FOXM1', 'STAT3', 'TWIST1', 'AR', 'ZEB1', 'ETS1']",8,0.0,0,0.0008177450679750588,0.0029562602165806766
7661,"['HNF1A', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'IRF9', 'IRF6']",8,0.0,0,0.0008177450679750588,-0.006470555262716161
2933,"['SOX2', 'STAT3', 'HLX']",8,0.0,0,0.0008177450679750588,-0.022015127910818784
7853,"['HIF1A', 'SOX9', 'NEUROG3', 'FOXM1', 'POU5F1', 'SALL4', 'NANOG', 'STAT3', 'TWIST1', 'TET1', 'EGR1', 'SNAI1', 'ZEB1', 'AR', 'FOXA1', 'NKX3-1', 'FOXO1', 'KLF2', 'TBX21', 'ZEB2']",8,0.0,0,0.0008177450679750588,-0.0008801647191794843
477,"['TCF7L1', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'POU2F1']",8,0.0,0,0.0008177450679750588,-0.010876520836428968
7857,"['HIF1A', 'SOX9', 'NEUROG3', 'FOXM1', 'POU5F1', 'SALL4', 'NANOG', 'STAT3', 'TWIST1', 'TET1', 'EGR1', 'SNAI1', 'ZEB1', 'AR', 'FOXA1', 'NKX3-1', 'FOXO1', 'KLF2', 'TBX21', 'RUNX3', 'FOXP3', 'IRF8', 'EBF1', 'PPARG', 'TP53', 'SPDEF']",8,0.0,0,0.0008177450679750588,-0.00031789933149390303
2981,"['SOX2', 'FOXD3', 'POU5F1', 'SALL4', 'NANOG', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'SNAI1', 'ZEB1', 'AR', 'FOXA1', 'NKX3-1', 'FOXO1', 'KLF2', 'TBX5']",8,0.0,0,0.0008177450679750588,0.025883506566993897
2970,"['SOX2', 'FOXD3', 'POU5F1', 'SALL4', 'NANOG', 'STAT3', 'TWIST1', 'TBX20']",8,0.0,0,0.0008177450679750588,0.002808509390840638
7864,"['HIF1A', 'SOX9', 'NEUROG3', 'FOXM1', 'POU5F1', 'SALL4', 'NANOG', 'STAT3', 'TWIST1', 'TET1', 'EGR1', 'SNAI1', 'ZEB1', 'AR', 'FOXA1', 'NKX3-1', 'FOXO1', 'KLF2', 'TBX21', 'RUNX3', 'FOXP3', 'IRF8', 'EBF1', 'PPARG', 'TP53', 'HIC1']",8,0.0,0,0.0008177450679750588,-0.005046460925348056
9467,"['ASH1L', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'MYBL2']",8,0.0,0,0.0008177450679750588,0.009041956509920346
4184,"['PPARG', 'TP53', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'KLF5', 'SOX2', 'STAT3', 'MYOD1', 'SOX6']",7,0.0,0,0.0007155269344781764,0.008591464475677095
2097,"['STAT3', 'FOS', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'KLF2', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'KLF4', 'TWIST1', 'FOXM1', 'SOX9', 'NEUROG3', 'NEUROD1', 'NKX2-2', 'FOXA2', 'PDX1']",7,0.0,0,0.0007155269344781764,0.007130949258769371
1654,"['STAT3', 'MAF', 'PRDM1', 'XBP1', 'SP7', 'SATB2', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'NEUROG3', 'FEV']",7,0.0,0,0.0007155269344781764,-0.010197117950467446
4198,"['PPARG', 'TP53', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'KLF5', 'SOX2', 'STAT3', 'BATF']",7,0.0,0,0.0007155269344781764,-0.0034223121001272488
4217,"['PPARG', 'NFE2L2', 'ATF3', 'STAT3', 'SALL4', 'NANOG', 'POU5F1', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'KLF5', 'SOX2', 'DNMT1', 'TP53', 'KLF2', 'GATA4', 'MEF2C', 'NR3C1', 'GTF2B']",7,0.0,0,0.0007155269344781764,-0.008945608587024232
1629,"['STAT3', 'MAF', 'PRDM1', 'XBP1', 'SP7', 'SATB2', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'SPDEF']",7,0.0,0,0.0007155269344781764,-0.012303280189959047
1870,"['STAT3', 'IKZF3', 'IRF4', 'KLF2', 'TBX21', 'RUNX3', 'EGR1', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'NEUROD1', 'INSM1', 'NKX6-1', 'NEUROG3', 'PAX4']",7,0.0,0,0.0007155269344781764,-0.01897895430384423
4526,"['POU5F1', 'STAT3', 'MYCN', 'MLXIP']",7,0.0,0,0.0007155269344781764,0.006392863335041092
4406,"['POU5F1', 'ZIC3', 'NANOG', 'STAT3', 'SALL4', 'MYC', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'NEUROG3', 'NEUROD1', 'TBR1']",7,0.0,0,0.0007155269344781764,0.006392863336179803
2210,"['STAT3', 'DNMT1', 'TP53', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'SP110']",7,0.0,0,0.0007155269344781764,-0.00011384474833375376
1662,"['STAT3', 'MAF', 'PRDM1', 'XBP1', 'SP7', 'SATB2', 'NANOG', 'POU5F1', 'MYCN', 'MXI1']",7,0.0,0,0.0007155269344781764,0.008641990053246323
1886,"['STAT3', 'IKZF3', 'IRF4', 'KLF2', 'TBX21', 'RUNX3', 'EGR1', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'IRF9', 'IRF2']",7,0.0,0,0.0007155269344781764,-0.005594596961072807
4559,"['POU5F1', 'SOX2', 'NANOG', 'STAT3', 'SALL4', 'MYC', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'GATA4', 'MEF2C', 'ASCL1', 'RBPJ', 'PBX1']",7,0.0,0,0.0007155269344781764,0.0050925120223717915
1661,"['STAT3', 'MAF', 'PRDM1', 'XBP1', 'SP7', 'SATB2', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'CTCF']",7,0.0,0,0.0007155269344781764,0.002754714799699274
1804,"['STAT3', 'JUNB', 'JUN', 'FOXK2']",7,0.0,0,0.0007155269344781764,0.004887897718343346
2134,"['STAT3', 'ESR2', 'EGR1', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'STAT5A', 'PAX5', 'BACH2']",7,0.0,0,0.0007155269344781764,-0.004294245649940093
4388,"['POU5F1', 'ZIC3', 'NANOG', 'STAT3', 'SALL4', 'MYC', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'GATA4', 'MEF2C', 'ASCL1', 'PHOX2A']",7,0.0,0,0.0007155269344781764,0.0011446953277273596
1842,"['STAT3', 'IRF4', 'KLF2', 'TBX21', 'RUNX3', 'EGR1', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'HIC1']",7,0.0,0,0.0007155269344781764,0.0013466704704305438
4528,"['POU5F1', 'STAT3', 'IKZF3']",7,0.0,0,0.0007155269344781764,-0.004294245650504947
4557,"['POU5F1', 'SOX2', 'NANOG', 'STAT3', 'SALL4', 'MYC', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'GATA4', 'MEF2C', 'NR3C1', 'FOXO1', 'CREB1', 'NR4A2']",7,0.0,0,0.0007155269344781764,0.00520112761225523
2207,"['STAT3', 'DNMT1', 'TP53', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'FOS', 'PRDM1', 'MSX1', 'PAX3', 'MYF5']",7,0.0,0,0.0007155269344781764,-0.004294245648928009
1848,"['STAT3', 'IRF4', 'KLF2', 'TBX21', 'RUNX3', 'EGR1', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'PRDM16']",7,0.0,0,0.0007155269344781764,0.004220578472648873
4431,"['POU5F1', 'ZEB1', 'AR', 'NANOG', 'STAT3', 'SALL4', 'MYC', 'TP53', 'ZBTB49']",7,0.0,0,0.0007155269344781764,-0.005594596962256259
1846,"['STAT3', 'IRF4', 'KLF2', 'TBX21', 'RUNX3', 'EGR1', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TFAP4']",7,0.0,0,0.0007155269344781764,0.01927857346175307
2181,"['STAT3', 'ESR2', 'EGR1', 'SNAI1', 'NANOG', 'POU5F1', 'MYCN', 'MXI1']",7,0.0,0,0.0007155269344781764,0.010763749340049826
1632,"['STAT3', 'MAF', 'PRDM1', 'XBP1', 'SP7', 'SATB2', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'IRF9', 'IRF7', 'ALX1']",7,0.0,0,0.0007155269344781764,-0.00411521211460678
4434,"['POU5F1', 'ZEB1', 'AR', 'NANOG', 'STAT3', 'SALL4', 'MYC', 'TP53', 'SPDEF']",7,0.0,0,0.0007155269344781764,0.008591464477672605
2180,"['STAT3', 'ESR2', 'EGR1', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'CTCF']",7,0.0,0,0.0007155269344781764,0.003518955331966055
2169,"['STAT3', 'ESR2', 'EGR1', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'IRF9', 'IRF2']",7,0.0,0,0.0007155269344781764,-0.022245602245320635
1641,"['STAT3', 'MAF', 'PRDM1', 'XBP1', 'SP7', 'SATB2', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'E2F7']",7,0.0,0,0.0007155269344781764,-0.0042942456497030955
4185,"['PPARG', 'TP53', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'KLF5', 'SOX2', 'STAT3', 'MYOD1', 'SIX1']",7,0.0,0,0.0007155269344781764,0.023713321622221117
1642,"['STAT3', 'MAF', 'PRDM1', 'XBP1', 'SP7', 'SATB2', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'ARID3A']",7,0.0,0,0.0007155269344781764,-0.008486098118671362
1845,"['STAT3', 'IRF4', 'KLF2', 'TBX21', 'RUNX3', 'EGR1', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'ARID3A']",7,0.0,0,0.0007155269344781764,0.009463398027670279
1643,"['STAT3', 'MAF', 'PRDM1', 'XBP1', 'SP7', 'SATB2', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'NFE2L2', 'ATF3']",7,0.0,0,0.0007155269344781764,0.003218772995565381
2091,"['STAT3', 'FOS', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'KLF2', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'KLF4', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'HES1']",7,0.0,0,0.0007155269344781764,0.026923052396264587
4428,"['POU5F1', 'ZIC3', 'NANOG', 'STAT3', 'CEBPD']",7,0.0,0,0.0007155269344781764,-0.011340763254983776
1855,"['STAT3', 'IRF4', 'KLF2', 'GATA4']",7,0.0,0,0.0007155269344781764,0.008591464475840095
1644,"['STAT3', 'MAF', 'PRDM1', 'XBP1', 'SP7', 'SATB2', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'ARID5B']",7,0.0,0,0.0007155269344781764,0.00639286333536092
2193,"['STAT3', 'DNMT1', 'TP53', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TCF7L1']",7,0.0,0,0.0007155269344781764,-0.009820404593855084
4417,"['POU5F1', 'ZIC3', 'NANOG', 'STAT3', 'SALL4', 'MYC', 'PRDM16']",7,0.0,0,0.0007155269344781764,-0.004294245650228853
2163,"['STAT3', 'ESR2', 'EGR1', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'KLF2', 'TBX21', 'RUNX3', 'FOXP3', 'IRF8', 'EBF1', 'POU2AF1']",7,0.0,0,0.0007155269344781764,-0.0015953562634580991
2196,"['STAT3', 'DNMT1', 'TP53', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'SNAI1', 'ZEB1', 'ETS1']",7,0.0,0,0.0007155269344781764,-0.0040959692488193675
2161,"['STAT3', 'ESR2', 'EGR1', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'KLF2', 'TBX21', 'RUNX3', 'FOXP3', 'IRF8', 'EBF1', 'PPARG', 'FOS', 'PRDM1', 'MSX1', 'PAX3', 'MYF5']",7,0.0,0,0.0007155269344781764,-0.006394708136670071
1929,"['STAT3', 'HIF1A', 'SOX9', 'NEUROG3', 'FOXM1', 'POU5F1', 'SALL4', 'NANOG', 'SOX2', 'TWIST1', 'TET1', 'EGR1', 'SNAI1', 'ZEB1', 'AR', 'FOXA1', 'NKX3-1', 'FOXO1', 'KLF2', 'TBX21', 'RUNX3', 'FOXP3', 'IRF8', 'EBF1', 'PPARG', 'TP53', 'STAT5A', 'DPF3']",7,0.0,0,0.0007155269344781764,0.019387189051937936
4224,"['PPARG', 'NFE2L2', 'ATF3', 'STAT3', 'SALL4', 'NANOG', 'POU5F1', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'KLF5', 'SOX2', 'DNMT1', 'TP53', 'HMGA2', 'TET1']",7,0.0,0,0.0007155269344781764,0.0018213954555646667
1666,"['STAT3', 'KLF5', 'SOX4']",7,0.0,0,0.0007155269344781764,-0.02191483076785856
2011,"['STAT3', 'FOXO1', 'KLF2', 'TBX5']",7,0.0,0,0.0007155269344781764,0.0013466704703998084
2006,"['STAT3', 'FOXO3', 'FOXO4']",7,0.0,0,0.0007155269344781764,-0.009868067711961949
4273,"['PPARG', 'KLF4', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'KLF5', 'SOX2', 'STAT3', 'BATF']",7,0.0,0,0.0007155269344781764,-0.0034223120990312154
1977,"['STAT3', 'FOXO3', 'TP53', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'SP110']",7,0.0,0,0.0007155269344781764,0.0042205784733226085
4483,"['POU5F1', 'STAT3', 'SALL4', 'NANOG', 'ZIC3']",7,0.0,0,0.0007155269344781764,0.016404665460234898
4360,"['POU5F1', 'ZIC3', 'NANOG', 'STAT3', 'SALL4', 'MYC', 'SNAI1', 'ZEB1', 'ETS1']",7,0.0,0,0.0007155269344781764,-0.009767206566055725
4281,"['PPARG', 'FOS', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'KLF2', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'KLF5', 'SOX2', 'TWIST1', 'FOXM1', 'STAT3', 'IKZF3']",7,0.0,0,0.0007155269344781764,0.002317495812117149
1769,"['STAT3', 'JUNB', 'JUN', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'GATA4', 'MEF2C', 'ASCL1', 'PHOX2A']",7,0.0,0,0.0007155269344781764,0.012142395044772835
1920,"['STAT3', 'HIF1A', 'SOX9', 'NEUROG3', 'FOXM1', 'POU5F1', 'SALL4', 'NANOG', 'SOX2', 'TWIST1', 'TET1', 'EGR1', 'SNAI1', 'ZEB1', 'ETS1']",7,0.0,0,0.0007155269344781764,0.0053994040126381735
4347,"['PPARA', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'POU2F1']",7,0.0,0,0.0007155269344781764,0.016202690314980363
1972,"['STAT3', 'FOXO3', 'TP53', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'FOS', 'PRDM1', 'MSX1', 'PAX3', 'MYOD1', 'SIX1']",7,0.0,0,0.0007155269344781764,-0.013367020165155535
4328,"['PPARA', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'ARID5B']",7,0.0,0,0.0007155269344781764,0.008591464477380021
1922,"['STAT3', 'HIF1A', 'SOX9', 'NEUROG3', 'FOXM1', 'POU5F1', 'SALL4', 'NANOG', 'SOX2', 'TWIST1', 'TET1', 'EGR1', 'SNAI1', 'ZEB1', 'AR', 'FOXA1', 'NKX3-1', 'SIX6']",7,0.0,0,0.0007155269344781764,-0.004045443674632533
1964,"['STAT3', 'FOXO3', 'TP53', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'TET1']",7,0.0,0,0.0007155269344781764,-0.0042942456488208845
4287,"['PPARA', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'TCF7']",7,0.0,0,0.0007155269344781764,0.008591464477041276
1952,"['STAT3', 'FOXO3', 'TP53', 'STAT5A', 'PAX5', 'BACH2']",7,0.0,0,0.0007155269344781764,0.01640466545845456
4481,"['POU5F1', 'ZEB1', 'AR', 'NANOG', 'STAT3', 'BATF']",7,0.0,0,0.0007155269344781764,0.010763749340005685
1738,"['STAT3', 'JUNB', 'JUN', 'NANOG', 'SALL1']",7,0.0,0,0.0007155269344781764,-0.005594596961647912
1951,"['STAT3', 'FOXO3', 'TP53', 'ZBTB49']",7,0.0,0,0.0007155269344781764,-0.0034223120983335508
